id,tokens,ner_tags
86,"['Sixteen' 'other' 'normal' 'subjects' 'with' '2' 'g' 'of' 'Metyrapone'
 'are' 'best' 'responses' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
87,"['EEG' 'theta' 'waves' 'and' 'psychological' 'phenomena' ':' 'a' 'review'
 'and' 'analysis' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
88,"['REM' 'dream' 'content' 'was' 'scored' 'for' 'categories' 'suggesting'
 'the' 'predominant' 'influence' 'of' 'the' 'left' 'hemisphere' ',' 'e'
 '.' 'g' '.' ',' 'good' 'ego' 'functioning' ',' 'verbalization' ',' 'or'
 'the' 'right' 'hemisphere' ',' 'e' '.' 'g' '.' ',' 'music' ',' 'spatial'
 'salience' ',' 'bizarreness' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0]"
89,"['Innervation' 'of' 'the' 'ventral' 'diaphragm' 'of' 'the' 'locust' '('
 'Locusta' 'migratoria' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
90,['Ectopic' 'ACTH' 'syndrome' 'and' 'medullary' 'thyroid' 'carcinoma' '.'],[0 1 0 0 0 0 0 0]
91,"['A' 'striking' 'finding' 'in' 'all' 'of' 'the' 'studies' 'was' 'a'
 'positive' 'correlation' 'between' 'PI' 'ACTH' 'and' 'MSH' 'contents' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0]
92,"['Chronic' 'hypophosphatemia' 'is' 'the' 'most' 'common' 'type' 'of' '""'
 'resistant' '""' 'rickets' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
93,"['There' 'was' 'no' 'correlation' 'between' 'serum' 'LH' 'and'
 'chronological' 'or' 'bone' 'age' 'in' 'this' 'age' 'group' ',' 'which'
 'suggests' 'that' 'the' 'correlation' 'found' 'is' 'not' 'due' 'to' 'age'
 '-' 'related' 'parallel' 'phenomena' '.']",[0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
94,['Molecular' 'neurochemistry' 'of' 'addictive' 'drugs' '.'],[0 0 0 0 0 0]
95,"['Efforts' 'were' 'made' 'to' 'determine' 'the' 'amount' 'of' 'time'
 'required' 'for' 'kidney' 'lesions' 'to' 'develop' 'and' ',' 'if'
 'possible' ',' 'to' 'delineate' 'the' 'potential' 'site' 'of' 'action'
 'of' 'PBB' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
96,"['Effect' 'of' 'succimer' 'on' 'the' 'intensity' 'of' 'tricarboxylic'
 'acid' 'dehydrogenase' 'reactions' 'in' 'the' 'brain' 'of' 'rats'
 'poisoned' 'with' 'mercuric' 'chloride']",[0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0]
97,"['Distribution' 'and' 'correlations' 'of' 'serum' 'uric' '-' 'acid' 'in'
 'two' 'French' 'adult' 'populations' ':' '13' ',' '885' 'men' 'and' '6'
 ',' '861' 'women']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
98,"['The' 'incidence' 'of' 'hepatitis' 'B' 'antigen' 'following'
 'transfusion' 'was' 'about' '2' '.' '8' 'per' 'cent' '.']",[0 0 0 1 2 2 0 0 0 0 0 0 0 0 0 0]
99,"['Technetium' '-' '99m' 'stannous' 'pyrophosphate' 'myocardial'
 'scintigrams' 'were' 'obtained' 'in' '138' 'clinically' 'stable'
 'patients' '32' '.' '7' '+' '/' '-' '47' '.' '3' 'weeks' '(' 'range' '6'
 'to' '260' ')' 'after' 'acute' 'myocardial' 'infarction' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
100,"['A' 'similar' 'phenomenon' 'has' 'been' 'reported' 'in' 'a' 'few'
 'humans' '.']",[0 0 0 0 0 0 0 0 0 0 0]
101,"['The' 'decline' 'in' 'the' 'activity' 'of' 'cytochrome' 'oxidase' ','
 'peroxidase' 'and' 'in' 'the' 'lipid' 'content' 'of' 'peripheral'
 'neutrophils' 'was' 'followed' 'by' 'a' 'decrease' 'in' 'the'
 'phagocytic' 'activity' '.']",[0 0 0 0 0 0 1 2 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
102,"['Treatment' 'of' '2' 'patients' 'with' 'pseudohypoparathyroidism' 'type'
 'I' 'with' 'vitamin' '-' 'D' '-' '3' 'and' '1' 'alpha' '-'
 'Hydroxycholecalciferol' 'consecutively' 'resulted' 'in' 'a' 'nonuniform'
 'response' 'with' 'regard' 'to' 'the' 'normalisation' 'of' 'serum' '-'
 'calcium' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
103,"['Workers' 'with' '""' 'sensitivity' '""' 'to' 'toluene' 'diisocyanate' '('
 'TDI' ')' 'studied' 'in' 'depth' 'in' 'an' 'attempt' 'to' 'determine'
 'mechanisms' 'of' 'bronchial' 'hyperreactivity' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
104,"['Total' 'VO2' 'was' 'decreased' 'in' 'both' 'groups' 'during' 'severe'
 'hypoxia' 'but' 'limb' 'VO2' 'was' 'maintained' 'in' 'the' 'beta' '-'
 'block' 'group' '.' 'beta' '-' 'Block' 'prevented' 'the' 'fall' 'in'
 'total' 'and' 'limb' 'peripheral' 'resistance' 'seen' 'in' 'severe'
 'hypoxia' 'but' 'did' 'not' 'alter' 'the' 'consistently' 'more'
 'efficient' 'utilization' 'of' 'total' 'O2' 'delivery' 'shown' 'by' 'the'
 'limb' 'in' 'comparison' 'to' 'the' 'whole' 'body' 'by' 'higher' 'O2'
 'extraction' 'ratios' 'and' 'lower' 'venous' 'O2' 'pressure' '.' 'beta'
 '-' 'Vasodilator' 'receptors' 'evidently' 'played' 'an' 'active' 'part'
 'in' 'the' 'vasodilatation' 'seen' 'during' 'severe' 'hypoxia' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0]"
105,"['Phenobarbital' '-' 'induced' 'alterations' 'in' 'the' 'metabolism' 'of'
 '[' '3H' ']' 'vitamin' 'D3' 'by' 'the' 'perfused' 'rachitic' 'rat'
 'liver' 'in' 'vitro' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
106,"['Modulation' 'of' '25' '-' 'hydroxyvitamin' 'D3' '-' '24' '-'
 'hydroxylase' 'by' 'aminophylline' ':' 'a' 'cytochrome' 'P' '-' '450'
 'monooxygenase' 'system' '.']",[0 0 1 2 2 2 2 2 2 2 0 0 0 0 1 2 2 2 2 0 0]
107,"['In' 'both' 'these' 'respects' ',' 'however' ',' 'the' 'DBP' 'mRNA'
 'resembles' 'the' 'late' 'messengers' 'of' 'SV40' 'and' 'polyoma'
 'viruses' '.']",[0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0]
108,"['Effect' 'of' 'corticosteroid' '-' 'containing' 'antirheumatic'
 'combination' 'drugs' 'on' 'endogenous' 'ACTH' 'and' 'cortisol'
 'production' '.']",[0 0 0 0 0 0 0 0 0 0 1 0 0 0 0]
109,"['Serum' 'ACTH' 'did' 'not' 'respond' 'to' 'insulin' 'and' 'metyrapone'
 '.']",[1 2 0 0 0 0 1 0 0 0]
110,"['Anatomy' 'of' 'the' 'RNA' 'and' 'gene' 'products' 'of' 'MC29' 'and'
 'MH2' ',' 'two' 'defective' 'avian' 'tumor' 'viruses' 'causing' 'acute'
 'leukemia' 'and' 'carcinoma' ':' 'evidence' 'for' 'a' 'new' 'class' 'of'
 'transforming' 'genes' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
111,"['Bertioga' '(' 'Guama' 'group' ')' 'and' 'Anhembi' '(' 'Bunyamwera'
 'group' ')' ',' 'two' 'new' 'arboviruses' 'isolated' 'in' 'Sao' 'Paulo'
 ',' 'Brazil' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
112,"['Gamma' 'glutamyl' 'transpeptidase' 'activity' 'was' 'increased' 'up'
 'to' '15' 'times' 'above' 'the' 'upper' 'normal' 'limit' 'in' 'children'
 ',' 'who' 'received' 'aminopyrine' 'for' 'two' 'weeks' 'or' 'longer' '.']",[1 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
113,['XXI' '.'],[0 0]
114,"['A' 'gas' '-' 'liquid' 'chromatographic' 'method' 'for' 'the'
 'determination' 'of' 'p' '-' 'chlorophenoxyisobutyric' '(' 'CPIB' ')'
 'acid' 'in' 'blood' 'plasma' 'is' 'described' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
115,"['Dopamine' 'receptor' 'blockade' 'and' 'the' 'neuroleptics' ',' 'a'
 'crystallographic' 'study' '.']",[1 2 0 0 0 0 0 0 0 0 0]
116,['V' '.'],[0 0]
117,"['A' 'rapid' 'fluorimetric' 'procedure' 'for' 'the' 'determination' 'of'
 'the' 'fungicide' '5' '-' 'fluorocytosine' 'in' 'serum' 'is' 'described'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
118,"['The' ""'"" 'field' 'of' 'stress' ""'"" 'of' 'the' 'supervisory' 'nurse']",[0 0 0 0 0 0 0 0 0 0]
119,"['How' 'do' 'graduates' 'of' 'different' 'types' 'of' 'programs' 'perform'
 'on' 'state' 'boards' '?']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
120,"['Similarly' ',' 'maternal' 'serum' 'somatomedin' 'A' 'was'
 'significantly' 'reduced' 'in' 'rats' 'nursing' 'large' 'litters' '.']",[0 0 1 2 2 2 0 0 0 0 0 0 0 0 0]
121,"['The' 'sequences' 'following' 'the' 'X' '.' 'borealis' 'oocyte' 'and'
 'somatic' '5S' 'genes' 'are' 'identical' 'in' '12' 'of' 'the' 'first'
 '14' 'residues' 'and' 'contain' 'two' 'or' 'more' 'T' 'clusters' ',' 'as'
 'does' 'the' 'corresponding' 'region' 'of' 'X' '.' 'laevis' 'oocyte' '5S'
 'DNA' '.']","[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2
 2 2 2 2 0]"
122,"['This' 'mechanism' 'is' 'not' 'due' 'to' 'the' 'observed' 'grain'
 'boundary' 'precipitates' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
123,"['This' 'report' 'has' 'reviewed' 'some' 'of' 'the' 'reasons' 'for'
 'treatment' 'failures' 'and' 'has' 'presented' 'a' 'philosophy' 'for'
 'their' 'management' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
124,"['Diagnosis' 'and' 'treatment' 'planning' 'in' 'Class' 'II' ',' 'division'
 '2']",[0 0 0 0 0 0 0 0 0 0]
125,"['Because' 'of' 'serious' 'infections' '(' 'fever' 'larger' 'than' 'or'
 'equal' 'to' '101' 'degrees' 'F' '.' 'granulocytes' 'less' 'than' '1' ','
 '000' '/' 'mm' ',' '3' 'and' 'hospitalization' ')' 'and' '1' 'drug'
 'death' 'in' 'the' 'first' '4' 'patients' ',' 'oral' 'calcium'
 'leucovorin' ',' '20' 'to' '30' 'mg' '/' 'm2' 'orally' ',' 'was' 'given'
 '2' 'days' 'after' 'methotrexate' 'in' 'subsequent' 'treatment' 'cycles'
 '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
126,"['It' 'seems' 'that' 'the' 'way' 'in' 'which' 'drugs' 'modify' 'a'
 'patient' ""'"" 's' 'serum' 'chemistry' 'may' 'be' 'used' 'to' 'assess'
 'the' 'efficacy' 'with' 'which' 'they' 'control' 'the' 'inflammatory'
 'process' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
127,"['Here' 'the' 'conventional' 'tests' 'clearly' 'pointed' 'to' 'the'
 'presence' 'of' 'retrocochlear' 'disease' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
128,"['The' 'end' '-' 'stage' 'or' 'involutional' 'phase' 'of' 'proliferative'
 'diabetic' 'retinopathy' 'may' 'result' 'in' 'stabilization' 'of'
 'vision' 'for' 'long' 'periods' 'of' 'time' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
129,"['On' 'the' 'basis' 'of' 'serum' 'alpha1AT' 'quantitation' ',' 'newborn'
 'infants' 'may' 'be' 'separated' 'into' 'two' 'groups' ','
 'characterized' 'respectively' 'by' 'concentrations' 'above' 'or' 'below'
 '150' 'mg' '%' '.']",[0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
130,"['In' 'patients' 'who' 'were' 'not' 'vented' ',' 'there' 'was' 'overall'
 'significant' 'depression' 'of' 'function' '(' '67' '+' '/' '-' '5' '%'
 'of' 'control' ';' 'range' ',' '91' '-' '-' '45' '%' ',' 'p' 'less'
 'than' '0' '.' '01' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
131,"['Changes' 'in' 'body' 'weight' 'and' 'agonistic' 'behavior' 'were' 'also'
 'recorded' '.']",[0 0 0 0 0 0 0 0 0 0 0]
132,"['The' 'uterine' 'response' 'to' 'prostaglandin' 'E2' '(' 'PGE2' ')' 'and'
 'prostaglandin' 'F2alpha' '(' 'administered' 'by' 'intravenous' 'and'
 'intrauterine' 'routes' ')' 'was' 'evaluated' 'during' 'different'
 'phases' 'of' 'the' 'menstrual' 'cycle' 'in' 'five' 'functionally'
 'infertile' 'women' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
133,"['A' 'total' 'of' '26' 'BCG' 'strains' ',' 'out' 'of' 'them' '10'
 'Czechoslovak' 'strains' '(' '2' 'lyophilized' 'cultures' 'of' 'BCG' 'of'
 'different' 'batch' ',' '6' 'strains' 'isolated' 'from' 'abscesses' 'of'
 'children' 'after' 'BCG' '-' 'vaccination' 'and' '2' 'strains' 'from'
 'fatal' 'cases' 'after' 'BCG' '-' 'vaccination' ')' 'and' '16' 'strains'
 'obtained' 'from' 'foreign' 'laboratories' ',' 'were' 'used' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
134,"['High' 'levels' 'of' 'serum' 'calcitonin' 'were' 'found' 'in' 'patients'
 'with' 'chronic' 'renal' 'failure' '.']",[0 0 0 0 1 0 0 0 0 0 0 0 0 0]
135,"['Detection' 'of' 'anti' '-' 'lymphocyte' 'antibodies' 'using' 'the'
 'immunoperoxidase' 'antiglobulin' 'technic' '.']",[0 0 0 0 0 0 0 0 1 1 0 0]
136,"['The' 'response' 'of' 'serum' 'GH' 'to' 'arginine' 'infusion' 'was'
 'normal' ',' 'while' 'that' 'to' 'insulin' '-' 'induced' 'hypoglycemia'
 'was' 'poor' '.']",[0 0 0 1 2 0 0 0 0 0 0 0 0 0 1 0 0 0 0 0 0]
137,"['The' 'mortality' 'rate' 'and' 'histopathological' 'features' 'of'
 'Nocardia' 'asteroides' 'and' 'Nocardia' 'brasiliensis' 'infections' 'in'
 'congenitally' 'athymic' '(' 'nude' ')' 'mice' 'of' 'ICR' 'and' 'C3H' '/'
 'eB' 'origins' 'were' 'quite' 'different' 'from' 'what' 'we' 'found'
 'for' 'Swiss' 'white' 'mice' 'and' 'other' 'inbred' 'mouse' 'strains' '('
 'namely' ',' 'C57' '/' 'BL' '/' '6J' ',' 'New' 'Zealand' 'Black' ','
 'BALB' '/' 'c' ',' 'CBA' '/' 'LAC' ',' 'and' 'C3H' '/' 'eB' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
138,"['Williams' ',' '2' 'August' '1977' '.']",[0 0 0 0 0 0]
139,"['Use' 'of' 'radioactive' 'isotopes' 'in' 'the' 'chemistry' 'of'
 'proteins']",[0 0 0 0 0 0 0 0 0]
140,['(' 'Emeritus' ')' 'John' 'Henri' 'Roosegaarde' 'Bisschop'],[0 0 0 0 0 0 0]
141,"['Disrupted' 'vaccines' 'and' 'whole' '-' 'virus' 'vaccines' 'containing'
 'type' 'B' 'antigen' 'only' 'did' 'not' 'cause' 'significant'
 'reactivity' '.']",[0 0 0 0 0 0 0 0 1 2 2 0 0 0 0 0 0 0]
142,['255' '-' '61' '.'],[0 0 0 0]
143,"['Antenatal' 'diagnosis' 'of' 'haematological' 'disorders' '-' '-' ""'""
 '1978' ""'"" '.']",[0 0 0 0 0 0 0 0 0 0 0]
144,"['Hepatic' 'oxygen' 'supply' 'and' 'selected' 'blood' 'parameters' 'were'
 'recorded' 'in' 'fasted' 'male' 'rates' 'given' '20' '-' '-' '30' 'mg'
 '/' 'kg' 'Escherichia' 'coli' 'endotoxin' 'intraperitoneally' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 2 0 0]
145,"['Gonadal' 'dysfunction' 'in' 'patients' 'with' 'ataxia' 'telangiectasia'
 '.']",[0 0 0 0 0 0 0 0]
146,"['The' 'maximum' 'period' 'of' 'treatment' 'was' '73' '(' 'oral' ')' ','
 '73' '(' 'intraperitoneal' ')' 'or' '75' '(' 'dermal' ')' 'weeks' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
147,"['A' 'study' 'of' 'the' 'comparative' 'efficacy' 'of' 'diflucortolone'
 'valerate' '0' '.' '3' '%' 'ointment' 'and' 'clobetasol' 'propionate' '0'
 '.' '05' '%' 'ointment' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
148,"['Most' 'of' 'the' 'phenomena' 'of' 'azotaemic' 'osteodystrophy' 'are'
 'encountered' 'in' 'simple' 'vitamin' 'D' 'deficiency' ';' 'as' 'in'
 'that' 'condition' ',' 'deficiency' 'of' '1' ',' '25' '-'
 'dihydroxycholecalciferol' 'may' 'be' 'of' 'primary' 'significance' 'in'
 'causing' 'secondary' 'hyperparathyroidism' 'in' 'renal' 'failure' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0]"
149,"['Basal' 'FSH' 'and' 'LH' 'levels' 'were' 'significantly' 'lower' 'in'
 'addicts' ';' 'after' 'GnRH' 'stimulation' 'the' 'addicts' ""'"" 'FSH'
 'and' 'LH' 'values' 'increased' 'but' 'not' 'significantly' 'compared'
 'to' 'controls' '.']",[0 1 0 1 0 0 0 0 0 0 0 0 1 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0]
150,"['Adriamycin' ':' 'comparison' 'of' 'a' '5' '-' 'week' 'schedule' 'with'
 'a' '3' '-' 'week' 'schedule' 'in' 'the' 'treatment' 'of' 'breast'
 'cancer' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
151,"['Follow' '-' 'up' 'controls' 'of' 'luteinizing' 'hormone' '(' 'LH' ')'
 ',' 'follicle' 'stimulating' 'hormone' '(' 'FSH' ')' ',' 'prolactin' '('
 'HPRL' ')' ',' 'oestradiol' '(' 'E2' ')' ',' 'progesterone' '(' 'P' ')'
 'and' 'testosterone' '(' 'T' ')' 'in' 'the' 'catabolic' 'and' 'healing'
 'phase' 'of' 'burn' 'disease' '.']","[0 0 0 0 0 1 2 0 1 0 0 1 2 2 0 1 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0]"
152,"['Renin' 'studies' 'performed' 'in' '34' 'hypertensive' 'patients' 'and'
 'in' 'a' 'control' 'group' 'of' '11' 'recipients' 'showed' 'that'
 'elevation' 'of' 'plasma' 'renin' 'activity' 'and' 'of' 'plasma'
 'aldosterone' 'level' 'is' 'frequent' 'but' 'difficult' 'to' 'interpret'
 ',' 'particularly' 'when' 'a' 'renal' 'artery' 'stenosis' 'is' 'observed'
 '.']","[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0]"
153,"['A' 'randomized' 'clinical' 'trial' 'in' 'sixty' '-' 'two' 'adult'
 'patients' 'suffering' 'from' 'typhoid' 'fever' ',' 'proved' 'by' 'blood'
 'and' 'marrow' 'culture' ',' 'showed' 'that' 'amoxycillin' 'in' 'a'
 'dosage' 'schedule' 'of' '1' 'g' '8' '-' 'hourly' 'orally' 'for'
 'fourteen' 'days' 'was' 'better' 'than' 'chloramphenicol' 'with' 'regard'
 'to' 'clinical' 'and' 'temperature' 'response' 'and' 'in' 'respect' 'of'
 'carriers' 'and' 'relapse' 'rates' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]"
154,['202' '-' '8' '.'],[0 0 0 0]
155,['Bone' 'marrow' 'transplantation' '-' '1979' '.'],[0 0 0 0 0 0]
156,"['In' 'this' 'article' ',' 'the' 'clinical' 'actions' 'of' 'the'
 'principal' 'dopamine' 'receptor' 'stimulating' 'agents' '('
 'apomorphine' 'and' 'its' 'derivatives' ';' 'piribedil' ',' 'rye' '-'
 'ergot' 'derivatives' ')' 'are' 'discussed' 'on' 'the' 'basis' 'of'
 'their' 'biochemical' 'and' 'pharmacological' 'properties' '.']","[0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0]"
157,['The' 'unilateral' 'vestibular' 'hypofunction' '.'],[0 0 0 0 0]
158,"['Thus' ',' 'the' 'inhibition' 'of' 'pepsin' 'in' 'human' 'gastric'
 'juice' 'does' 'not' 'appear' 'to' 'have' 'a' 'major' 'influence' 'on'
 'the' 'healing' 'of' 'duodenal' 'ulcer' '.']",[0 0 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
159,"['The' 'IDF' 'standard' 'method' 'for' 'the' 'detection' 'of' 'penicillin'
 'in' 'milk' 'is' 'not' 'suitable' 'for' 'the' 'detection' 'of'
 'sulphonamide' 'residues' 'in' 'milk' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
160,['Capsular' 'antigens' 'of' 'Staphylococcus' 'aureus'],[0 0 0 0 0]
161,"['The' 'course' 'of' 'endotoxin' 'fever' 'remained' 'uninfluenced' 'by'
 'ALS' '.']",[0 0 0 0 0 0 0 0 0 0]
162,['2' 'new' 'Algerian' 'cases'],[0 0 0 0]
163,"['Seventy' '-' 'one' 'percent' 'of' 'patients' 'treated' 'with'
 'ticarcillin' 'alone' 'responded' 'favorably' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0]
164,"['Accurate' 'pathologic' 'staging' 'identifies' 'patients' 'who' 'are'
 'potentially' 'curable' 'with' 'radiotherapy' '.']",[0 0 0 0 0 0 0 0 0 0 0 0]
165,['Inherent' 'hematology' 'of' 'old' 'age'],[0 0 0 0 0]
166,"['Neomycin' 'is' 'fairly' 'effective' 'against' 'staphylococci' ',' 'less'
 'effective' 'against' 'streptococci' ',' 'and' 'fairly' 'effective'
 'against' 'gram' '-' 'negative' 'intestinal' 'organisms' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
167,"['It' 'was' 'concluded' ',' 'that' 'on' 'a' 'given' 'section' ',' '75' ','
 '7' 'per' 'cent' 'of' 'the' 'trabeculae' 'were' 'in' 'contact' 'with'
 'vascular' 'cavities' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
168,['2' '.'],[0 0]
169,"['Changes' 'in' 'tissue' 'PCO2' 'were' 'less' 'dramatic' 'and' 'did' 'not'
 'vary' 'significantly' 'from' 'those' 'recorded' 'in' 'venous' 'blood'
 '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
170,['Ultrasonic' 'evaluation' 'of' 'renal' 'calculi' '.'],[0 0 0 0 0 0]
171,"['Recognition' 'of' 'emphysema' 'was' 'poor' 'when' 'radiographs' 'of'
 'inadequate' 'quality' 'were' 'included' '(' 'anteroposterior' 'films'
 'or' 'films' 'from' 'patients' 'with' 'acute' 'or' 'chronic' 'lung'
 'disease' ')' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
172,"['Isolation' 'of' 'T' '.' 'gambiense' 'strains' 'in' 'Zaire' 'and' 'their'
 'adaptation' 'to' 'laboratory' 'animals']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0]
173,['Pharmacokinetic' 'profile' 'of' 'clonazepam' 'in' 'rhesus' 'monkeys' '.'],[0 0 0 0 0 0 0 0]
174,['Immunologic' 'mechanisms' 'in' 'chronic' 'brucellosis' 'in' 'humans' '.'],[0 0 0 0 0 0 0 0]
175,['Intestinal' 'adaptation' '(' 'first' 'of' 'two' 'parts' ')' '.'],[0 0 0 0 0 0 0 0 0]
176,"['In' 'patients' 'who' 'had' 'received' 'no' 'previous' 'drug' 'treatment'
 ',' 'log' 'baseline' 'plasma' 'renin' 'activity' 'and' 'change' 'in'
 'mean' 'blood' 'pressure' 'after' 'SQ' '20881' 'correlated'
 'significantly' '(' 'r' '=' '0' '.' '651' ',' 'P' 'less' 'than' '0' '.'
 '05' ')' '.']","[0 0 0 0 0 0 0 0 0 0 0 0 1 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
 0 0 0 0]"
177,"['These' 'techniques' 'have' 'been' 'used' 'by' 'many' 'people' 'for'
 'many' 'years' 'and' 'no' 'claim' 'is' 'being' 'made' 'for' 'any'
 'innovation' 'in' 'this' 'regard' '.']",[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]
